Filename,Average Hue,Average Saturation,Average Value
1.jpg_0_0.png,41.5906,193.01660000000007,151.12090000000003
1.jpg_0_1.png,43.37039999999999,202.0811,151.03290000000007
1.jpg_0_3.png,42.51299999999999,207.77589999999992,150.83020000000002
1.jpg_0_2.png,40.8554,199.69799999999998,151.0532
1.jpg_4_2.png,39.355900000000005,219.99830000000003,141.66979999999998
1.jpg_4_3.png,34.68589999999999,215.459,132.45620000000005
1.jpg_4_1.png,40.977799999999995,210.9264,144.19130000000007
1.jpg_3_3.png,32.42529999999998,191.88979999999995,135.7822
1.jpg_3_4.png,34.582,200.60399999999998,123.54600000000002
2.jpg_3_3.png,43.95499999999999,205.9899,137.19540000000003
2.jpg_2_3.png,42.32140000000001,211.23590000000004,144.80999999999997
2.jpg_4_4.png,41.338600000000014,212.6464,136.25549999999998
4.jpg_2_1.png,31.925699999999992,202.0506,135.97550000000004
4.jpg_3_1.png,43.188399999999994,194.82140000000007,142.07639999999998
5.jpg_0_1.png,42.9836,195.9305000000001,156.70129999999997
5.jpg_0_0.png,39.9537,188.1086,157.11929999999998
5.jpg_0_2.png,40.6379,194.5991,157.89010000000002
5.jpg_0_3.png,42.46960000000002,201.98590000000004,154.83950000000002
5.jpg_4_3.png,34.3029,212.49759999999998,140.264
5.jpg_4_2.png,39.19910000000001,215.73590000000002,149.42830000000004
5.jpg_4_1.png,41.0571,208.27070000000003,152.7357
5.jpg_3_3.png,32.28829999999998,188.78530000000006,145.44200000000006
5.jpg_3_4.png,33.574000000000005,196.3129,129.97890000000004
6.jpg_3_3.png,43.84040000000002,205.9361,147.68050000000002
6.jpg_4_4.png,41.25820000000001,210.3316,147.95280000000002
6.jpg_2_3.png,42.335300000000004,209.00440000000015,154.66159999999994
8.jpg_2_1.png,32.0258,198.2122999999999,143.2079
8.jpg_3_1.png,43.03039999999998,193.04359999999988,149.86909999999997
9.jpg_4_0.png,42.13269999999999,216.47140000000002,144.88489999999993
9.jpg_2_2.png,32.1497,196.81299999999996,141.10879999999995
9.jpg_1_2.png,41.034400000000005,203.04390000000004,147.79059999999993
9.jpg_1_1.png,37.3987,211.0183000000001,129.42459999999994
11.jpg_2_3.png,41.06759999999999,219.42540000000005,122.55320000000003
11.jpg_2_4.png,38.32420000000001,226.11349999999987,123.48909999999997
11.jpg_1_3.png,34.714299999999994,214.9310000000001,103.8343
12.jpg_1_2.png,42.39620000000001,224.64480000000003,144.4186
12.jpg_3_0.png,44.75789999999999,208.21919999999997,150.22150000000008
12.jpg_2_0.png,45.77399999999998,216.37310000000002,144.54840000000002
12.jpg_0_2.png,42.954499999999996,212.82410000000004,147.46319999999997
12.jpg_0_3.png,42.1861,197.41389999999998,148.93640000000002
12.jpg_2_3.png,43.37000000000002,197.95170000000002,139.9489
12.jpg_2_2.png,33.489999999999995,200.76269999999994,129.3985
13.jpg_1_2.png,41.17499999999999,202.3853,146.19599999999997
13.jpg_1_1.png,35.59749999999998,210.42310000000006,128.77259999999998
