44.8364,197.967,140.0465
44.2421,181.7339,153.4753
44.5277,198.4672,108.4878
36.3642,236.2136,107.1018
41.5906,193.0166,151.1209
38.2527,227.6884,106.5136
41.3378,192.81,151.7121
32.0258,198.2123,143.2079
41.3456,220.1924,120.9484
45.04,197.9502,95.625
41.175,202.3853,146.196
44.0413,196.6156,150.1642
38.6179,191.858,110.0481
40.772,213.0401,156.8031
43.3704,202.0811,151.0329
36.4822,214.7101,110.0094
44.5864,187.6061,118.0639
39.1765,194.9307,158.6752
35.8543,195.7713,131.221
42.4772,201.1016,156.2983
44.2296,214.4445,108.9331
44.7335,195.2813,106.2188
32.9622,187.1521,133.8503
42.5755,218.6636,114.2138
42.513,207.7759,150.8302
43.6734,217.4139,112.0291
29.1513,212.4782,96.5505
34.5314,201.3385,135.1271
39.7351,215.7432,107.858
35.5975,210.4231,128.7726
39.0029,223.331,97.4374
40.0462,211.8474,125.5376
40.8554,199.698,151.0532
39.0807,228.6075,108.0122
40.6219,209.1418,154.0457
44.9097,219.5127,102.3928
42.6696,206.4026,116.6809
40.3225,195.7656,156.3685
33.3968,172.9737,145.5188
42.0373,224.0165,85.949
31.9009,169.7477,101.8804
43.955,205.9899,137.1954
42.6358,198.4981,157.7058
40.4241,207.312,124.9131
32.5893,193.9518,143.5088
39.3559,219.9983,141.6698
31.9257,202.0506,135.9755
34.7326,218.6018,95.5909
30.8148,178.1696,93.497
34.6859,215.459,132.4562
38.6729,225.6103,121.0867
39.8872,190.6477,134.8181
48.5884,161.9431,93.3124
34.2946,215.5791,102.7335
43.8697,191.9156,144.2061
42.8271,196.4966,151.4458
40.5796,223.4066,133.902
43.5635,188.9934,111.6686
40.9778,210.9264,144.1913
42.6339,217.3498,112.89
42.2036,215.1144,119.665
44.4231,187.6431,119.2501
47.6424,203.6479,97.1442
40.5815,204.5451,119.9225
41.7854,209.4491,108.5534
42.5147,225.5744,142.033
38.8509,216.2937,110.5408
41.1471,224.5064,143.4237
45.027,209.2207,148.1694
44.7888,206.3045,84.3634
33.3065,193.5869,136.2501
36.0356,187.4576,86.0
43.9137,185.7133,152.7912
35.0722,184.2978,95.6844
42.6716,200.8063,157.6746
50.9094,144.6167,110.4755
36.6986,238.2435,101.5396
40.9473,212.6568,159.0166
45.878,175.7153,119.1304
39.2402,186.8197,139.0772
37.2251,210.2938,110.3278
44.4043,190.6769,111.771
31.5242,210.2507,101.9289
39.3802,199.9182,155.6065
35.0927,213.8878,101.5522
43.648,188.8744,147.6099
43.0304,193.0436,149.8691
46.6755,160.3225,111.2565
31.9873,181.336,110.2379
32.4253,191.8898,135.7822
38.8177,200.2282,122.1822
40.9142,211.0302,152.3713
45.2224,184.4042,95.3307
36.2486,196.1127,90.9712
41.2445,196.5823,147.782
37.3924,199.9182,97.2442
42.4147,199.4381,145.9389
39.0462,233.0764,120.1618
31.4868,212.1696,100.8816
43.3379,215.1593,133.6205
46.7832,215.4083,141.9087
37.2201,187.3585,78.0621
43.8442,191.7995,150.5601
43.2792,210.4179,146.4579
38.7047,192.5009,155.549
42.2406,225.6406,116.0725
43.449,205.2513,110.0384
31.4881,180.5107,111.7076
37.4419,173.281,118.8485
43.1884,194.8214,142.0764
43.7544,191.2341,153.0449
34.1093,206.8639,135.9993
42.3214,211.2359,144.81
39.5853,220.9299,118.7821
42.4302,189.2395,154.6845
34.1238,221.4421,79.9802
32.5098,225.5071,129.8039
33.7695,201.5155,126.7838
34.582,200.604,123.546
41.8935,216.0432,145.8581
43.6883,189.5787,136.5645
38.7566,226.247,143.0975
41.3386,212.6464,136.2555
43.277,217.9319,85.2445
42.9836,195.9305,156.7013
41.2939,198.7199,111.3543
45.1538,201.0965,83.8693
43.8867,207.4308,155.5844
41.0676,219.4254,122.5532
36.6222,193.2069,131.3869
39.1228,218.6915,128.3852
44.6725,203.6114,103.8597
41.4117,210.7728,106.1912
39.9537,188.1086,157.1193
40.6379,194.5991,157.8901
42.1327,216.4714,144.8849
44.023,185.1158,132.2598
45.2548,183.9879,127.7538
42.5775,201.392,157.2581
39.8921,222.5099,135.5844
40.2836,200.5823,157.5437
47.8328,175.9492,133.8846
36.4777,148.2623,108.8379
45.5084,200.5858,126.322
42.4696,201.9859,154.8395
49.3145,162.7604,85.8003
30.5795,182.085,94.2528
34.3029,212.4976,140.264
34.5726,173.2232,145.988
38.3242,226.1135,123.4891
40.5768,209.8795,126.8472
32.1497,196.813,141.1088
43.8404,205.9361,147.6805
32.2424,196.7525,144.3599
39.4256,207.2514,125.3549
39.1991,215.7359,149.4283
35.2578,216.3893,88.1685
42.7631,205.1584,132.0625
35.8248,188.7374,75.3475
42.3962,224.6448,144.4186
46.5282,184.3665,126.2384
44.7579,208.2192,150.2215
42.1502,209.148,126.5389
42.7542,205.9003,126.4817
42.027,201.6556,124.5492
41.0571,208.2707,152.7357
34.7143,214.931,103.8343
38.6433,219.1473,127.0758
42.5617,207.4817,108.6654
37.8795,233.9017,125.6842
46.1327,168.0184,117.7533
35.7343,182.8277,105.414
40.4846,212.9224,122.6872
46.3058,171.1717,115.1936
45.3845,204.9278,123.9762
44.219,210.6452,100.2433
37.2986,190.178,73.5557
44.7208,182.8395,85.964
43.0259,195.5622,102.8201
32.2883,188.7853,145.442
33.8564,223.2294,127.6758
40.4986,204.4689,111.6517
31.4534,184.3506,102.8546
39.3125,224.9232,140.5548
42.2545,226.5353,105.4136
38.7964,208.9409,161.2089
41.0344,203.0439,147.7906
37.0654,171.7195,117.8924
39.1509,197.1704,154.9676
45.774,216.3731,144.5484
42.9545,212.8241,147.4632
33.0384,191.926,95.1877
42.1861,197.4139,148.9364
40.5039,200.4286,124.8801
38.8465,203.6992,104.001
45.1899,197.9241,91.3432
37.3987,211.0183,129.4246
43.37,197.9517,139.9489
41.2582,210.3316,147.9528
34.276,200.109,118.868
33.574,196.3129,129.9789
39.9235,196.3634,158.3248
33.49,200.7627,129.3985
42.3353,209.0044,154.6616
43.6131,209.6911,113.8869
42.6187,190.7202,153.4167
39.5827,220.026,121.3426
