21.1506,157.8679,123.6069
20.9552,87.8511,100.2745
23.7581,134.5327,118.9327
20.1137,158.7524,74.057
25.3593,134.8767,106.0355
25.3155,141.7753,102.6813
21.7397,133.3472,85.7869
23.4857,68.9851,89.477
21.7519,100.6561,84.2314
25.3924,117.1441,106.7516
27.4662,138.2631,80.1803
18.8517,119.8391,106.0519
23.3398,145.8011,119.1151
22.1786,136.7622,124.519
25.3104,116.6604,90.1224
25.105,72.6814,132.3186
24.4301,110.5906,124.3701
22.3033,78.3705,89.5002
22.6089,104.7964,90.4405
22.8414,131.2594,115.4294
25.7611,116.6418,102.9965
23.845,128.3203,114.8478
23.4667,115.2696,131.9823
28.7169,109.0299,80.4688
24.8347,114.4899,90.0174
25.1282,134.1843,83.2193
23.1853,52.8352,93.6712
20.7455,166.3393,73.8972
24.2645,138.8007,117.6143
25.2381,84.4958,108.8012
24.1889,99.7541,122.9258
24.7192,151.8225,82.7153
25.3146,151.0821,99.1247
23.9619,33.0022,105.3183
23.9685,125.1569,98.4476
20.835,89.8041,103.2674
23.2179,126.0308,126.0819
21.681,81.4868,77.2486
25.791,135.1221,89.2397
29.8449,98.9846,87.5145
24.4549,94.2602,85.0625
24.3891,134.6245,111.7854
23.6735,130.9148,96.3389
25.2225,124.4537,77.8113
22.8971,124.0891,86.0508
20.7332,151.05,125.0531
23.8985,139.3462,117.4998
25.1321,123.6302,121.9908
20.334,157.9822,85.7401
23.651,145.423,105.7147
21.6373,166.0138,120.3922
23.5096,139.3717,119.4004
21.7327,102.8074,80.3385
21.9029,153.7126,104.9907
23.7077,132.7566,107.1856
19.3944,140.8378,84.0306
20.5982,114.2608,89.5068
24.6087,149.7635,118.8016
21.9929,125.5732,126.186
23.2888,115.41,78.7538
24.977,116.4079,123.0471
23.8501,149.689,113.4016
24.4151,66.2557,132.5599
23.8601,122.2341,116.0598
23.6163,140.0336,110.541
23.1351,136.6444,114.2157
23.0811,124.4335,130.2438
24.7498,130.6667,72.2139
27.9954,78.6386,132.0503
22.1875,164.6013,106.7374
25.815,66.7155,91.102
35.2614,69.2543,85.7241
22.6206,108.8993,135.195
24.6677,133.5091,77.658
20.5954,91.0174,91.5189
25.9399,132.0908,98.3075
20.6165,153.1086,86.1841
23.6043,151.9023,87.3785
21.9624,109.4836,81.424
23.7261,116.5571,78.9442
20.6624,63.5766,105.301
24.6864,136.7898,94.226
24.7964,113.3153,109.5005
23.7315,134.1788,76.1163
23.005,124.308,122.7146
28.3413,112.1713,93.1299
20.9239,88.2104,74.7638
22.3655,180.1299,99.3245
26.1099,119.0443,115.4998
25.7012,114.6187,109.0208
26.7676,65.6368,78.3717
26.1976,112.8386,110.9943
38.3629,124.0476,75.9135
23.8142,134.8082,109.7321
25.7418,85.1314,115.6709
22.9985,132.7583,84.7717
24.1201,123.2476,76.3619
25.0378,170.9698,91.7782
24.3654,139.2506,91.4742
24.0052,145.2634,115.704
25.8907,111.3717,114.074
23.1502,74.1184,77.0911
22.1197,85.2648,92.8561
26.6648,137.062,76.1548
20.5977,145.2239,93.2079
21.8378,109.1949,79.3935
17.54,135.8005,89.2702
23.4694,127.9296,102.4037
23.7861,128.2474,131.351
24.5162,153.6771,102.7741
25.1651,126.0841,123.1922
23.9466,105.6606,127.3271
23.0679,146.4197,95.1309
21.6457,57.6816,98.5633
24.6423,136.2695,102.383
29.139,123.1207,106.6172
21.846,153.9802,108.1528
25.2096,104.8375,122.7314
26.3095,63.1259,87.3559
24.0472,130.8668,105.2762
26.3825,135.7388,117.3704
22.3097,84.6828,77.613
26.4088,100.959,87.4739
21.9564,169.5934,120.9823
24.1548,151.3897,115.3216
22.2048,162.0562,114.7219
24.2719,152.5753,119.6716
20.0884,148.4063,100.6972
22.9974,108.5249,77.3316
23.5405,93.8098,75.7701
26.0551,78.983,133.9698
23.7347,141.0301,109.8863
22.02,123.0238,89.2871
21.4522,50.2824,96.2269
24.9671,151.6893,80.8809
24.9783,105.6306,87.0146
24.9855,140.8336,110.5439
24.0305,84.3955,77.3527
22.1652,132.2547,75.7967
24.5189,132.1856,92.4499
18.2252,117.571,111.6919
22.2914,46.9187,92.3292
