24.898,237.5416,167.5973
26.4412,237.5152,163.8397
25.1815,244.5464,149.1627
24.7186,217.3647,160.9585
26.0577,245.575,184.587
26.2511,232.3349,190.5052
24.5298,238.3359,156.8286
26.2246,242.9931,199.5716
23.1896,249.1021,172.6888
26.3026,245.1842,191.1801
25.2495,228.4332,169.7206
25.2438,224.9249,166.5147
25.0527,248.3873,170.8783
26.8302,242.0837,171.7015
25.2509,250.7906,166.1926
26.1839,243.1247,198.6451
26.8173,249.9243,166.8614
24.5835,223.8805,180.046
25.2975,250.6167,157.4941
25.8458,227.0196,198.708
24.7015,247.3296,166.4471
25.8859,245.1563,186.2463
25.8906,228.1391,188.5508
26.0517,248.5155,186.3392
26.0536,239.6231,184.2918
25.692,233.3356,185.6349
24.631,217.3533,184.5589
21.3886,232.3919,158.729
23.6958,221.6603,150.6113
25.6961,241.9906,183.2364
25.5784,243.7388,184.8747
24.5748,235.7418,163.1321
25.3428,245.3183,169.8425
23.6507,247.2482,169.0578
26.2003,246.0261,198.6983
26.0677,246.8757,176.6963
26.1713,244.2913,187.0705
26.4493,248.0535,186.3577
24.203,213.2424,178.4934
26.1417,243.8979,179.859
26.9768,247.4134,175.4967
26.0453,250.351,171.6686
24.5696,216.617,170.4076
25.032,233.6308,149.6249
25.9315,239.0544,190.5742
22.6616,251.9959,169.9354
28.9972,234.8622,188.0797
23.2241,211.9942,142.9648
25.6837,227.5519,168.4873
26.9705,237.6853,189.0303
24.5025,246.0309,176.3636
24.5677,219.1257,164.179
25.5169,227.0644,164.4038
25.5385,239.3919,194.3483
27.2418,241.7775,175.2973
24.4973,242.4001,167.5075
25.5639,249.3334,184.4438
25.3006,245.3161,169.9344
40.3744,198.3963,142.1333
25.7415,241.3214,193.6509
25.7079,239.854,147.8333
29.0495,229.4707,179.6025
25.4712,250.5119,154.7759
25.0203,246.0466,167.7748
24.5582,208.3468,141.4933
27.868,225.0647,155.102
25.4203,251.6765,155.4288
25.0326,252.2714,172.9594
24.5268,226.8986,172.4748
24.7452,230.4743,162.2494
25.0488,203.534,142.5826
26.3947,251.2188,173.8706
25.5148,239.0504,177.6858
25.0119,245.0983,155.5587
25.8519,241.482,195.2428
23.0611,218.8222,152.1368
26.2179,232.9501,165.005
25.3198,241.1761,170.064
24.2719,232.4496,163.7735
26.1769,224.655,194.0987
26.4505,235.8173,178.6434
25.7501,233.1212,195.9712
25.5522,237.6593,191.3568
30.0255,215.6312,174.225
26.2247,249.1863,190.9379
26.5575,219.2276,158.4274
24.9631,250.5553,167.0487
28.2309,231.7071,180.8156
29.3502,200.7673,134.2711
25.6583,238.4644,186.952
26.1224,243.8982,182.0294
25.2835,196.4914,141.7154
